RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@499,off,off,0%@499,0%@499,0%@499] EMC_FREQ 0% GR3D_FREQ 0% PLL@41C MCPU@41C PMIC@100C Tboard@37C GPU@39.5C BCPU@41C thermal@40.1C Tdiode@39.25C VDD_SYS_GPU 153/153 VDD_SYS_SOC 613/613 VDD_4V0_WIFI 0/0 VDD_IN 2568/2568 VDD_SYS_CPU 230/230 VDD_SYS_DDR 706/706
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1878 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4334 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [37%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1882 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4338 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1885 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4342 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1888 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4345 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1892 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4349 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1895 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4352 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1898 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4356 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1902 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4359 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1905 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4362 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1908 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4365 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.5C VDD_SYS_GPU 2450/1911 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4368 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1914 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4372 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,16%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1917 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4375 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1920 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4378 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,14%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1923 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4381 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1926 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4384 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1929 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4388 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/736
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1932 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4391 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 97% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1935 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4394 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1938 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4396 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1940 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4399 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1943 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4402 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1946 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4405 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1948 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4408 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@41.5C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1951 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4410 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1954 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4413 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1956 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4416 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1959 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4902/4418 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,14%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1962 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4421 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2451/1964 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4424 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1967 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4426 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [14%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 99% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1969 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4429 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1255/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@345,off,off,0%@345,0%@345,0%@345] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1972 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 4941/4432 VDD_SYS_CPU 229/229 VDD_SYS_DDR 745/737
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [85%@2035,off,off,83%@2035,100%@2035,85%@2035] EMC_FREQ 0% GR3D_FREQ 98% PLL@41.5C MCPU@41.5C PMIC@100C Tboard@37C GPU@42C BCPU@41.5C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1974 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5171/4435 VDD_SYS_CPU 382/229 VDD_SYS_DDR 783/737
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [20%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@41.5C BCPU@42C thermal@41.7C Tdiode@41.75C VDD_SYS_GPU 2450/1976 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5324/4440 VDD_SYS_CPU 459/231 VDD_SYS_DDR 783/738
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1979 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5400/4445 VDD_SYS_CPU 536/232 VDD_SYS_DDR 802/738
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,16%@2035] EMC_FREQ 0% GR3D_FREQ 98% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1981 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5439/4450 VDD_SYS_CPU 612/234 VDD_SYS_DDR 802/738
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 97% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1983 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5477/4455 VDD_SYS_CPU 689/236 VDD_SYS_DDR 802/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [28%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1986 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5515/4460 VDD_SYS_CPU 689/238 VDD_SYS_DDR 783/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42C MCPU@42C PMIC@100C Tboard@37C GPU@42C BCPU@42C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1988 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5554/4465 VDD_SYS_CPU 765/241 VDD_SYS_DDR 783/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1990 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5554/4471 VDD_SYS_CPU 765/244 VDD_SYS_DDR 783/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1992 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5592/4476 VDD_SYS_CPU 765/246 VDD_SYS_DDR 764/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1995 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5630/4482 VDD_SYS_CPU 842/249 VDD_SYS_DDR 764/739
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1997 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5628/4487 VDD_SYS_CPU 842/252 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,14%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/1999 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5628/4493 VDD_SYS_CPU 842/255 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/2001 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5666/4498 VDD_SYS_CPU 842/258 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/2003 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5666/4504 VDD_SYS_CPU 918/261 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@42C VDD_SYS_GPU 2450/2005 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5666/4509 VDD_SYS_CPU 918/264 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [16%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@42C VDD_SYS_GPU 2450/2008 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4515 VDD_SYS_CPU 918/267 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@42C VDD_SYS_GPU 2450/2010 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4521 VDD_SYS_CPU 918/270 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@42C VDD_SYS_GPU 2450/2012 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4526 VDD_SYS_CPU 918/273 VDD_SYS_DDR 764/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@42C VDD_SYS_GPU 2450/2014 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4532 VDD_SYS_CPU 918/276 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/2016 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4537 VDD_SYS_CPU 995/279 VDD_SYS_DDR 745/740
RAM 1257/7860MB (lfb 1345x4MB) SWAP 0/3930MB (cached 0MB) CPU [0%@2035,off,off,0%@2035,100%@2035,0%@2035] EMC_FREQ 0% GR3D_FREQ 99% PLL@42.5C MCPU@42.5C PMIC@100C Tboard@37C GPU@42C BCPU@42.5C thermal@41.8C Tdiode@41.75C VDD_SYS_GPU 2450/2018 VDD_SYS_SOC 612/612 VDD_4V0_WIFI 0/0 VDD_IN 5704/4542 VDD_SYS_CPU 995/283 VDD_SYS_DDR 745/740
